crop,country,year,c_area_harvested,c_production,vap_gross_production_value_us
Coconuts,World,2010,0.003418066,0.006180186,0.003125521
Coffee,World,2010,0.003062137,0.000855919,0.004983071
Common bean,World,2010,0.009445423,0.004695631,0.010392872
Coriander,World,2010,0.000274186,8.35335E-05,0.000528351
Cotton,World,2010,0.009246005,0.013743225,0.034012258
Cowpeas,World,2010,0.003373382,0.000690091,0.000640571
Cranberries,World,2010,8.94391E-06,4.70482E-05,0.000115393
Cress,World,2010,0.000297218,0.001456712,0.001327143
Cucumbers and gherkins,World,2010,0.000587368,0.00630134,0.007597552
Cumin,World,2010,0.000274186,8.35335E-05,0.000528351
Currants,World,2010,3.59318E-05,6.43385E-05,0.000281424
Cushaw,World,2010,0.000504754,0.002298109,0.002469296
Custard apple,World,2010,4.43826E-05,0.000107419,0.000166656
Dates,World,2010,0.000372984,0.000759796,0.002555574
Devil's cotton,World,2010,5.06092E-05,2.62577E-05,3.43144E-05
Dill,World,2010,4.49489E-05,3.53962E-05,0.000110052
Durian,World,2010,4.43826E-05,0.000107419,0.000166656
Eggplant,World,2010,0.000499396,0.004449595,0.005459384
Elderberry,World,2010,0.000101527,0.000219643,0.000232433
Esparto,World,2010,1.36628E-05,3.48473E-06,3.22662E-06
Ethiopian rape,World,2010,0.001005355,0.008767153,0.009751143
Faba beans,World,2010,0.000727449,0.000436746,0.000664318
Feijoa,World,2010,4.43826E-05,0.000107419,0.000166656
Fennel,World,2010,0.000274186,8.35335E-05,0.000528351
Fenugreek,World,2010,4.49489E-05,3.53962E-05,0.000110052
Fig leaf gourd,World,2010,0.000504754,0.002298109,0.002469296
Figs,World,2010,8.96568E-05,0.000107503,0.000280974
Finger millet,World,2010,0.010471711,0.003311999,0.003129928
Fique,World,2010,1.36628E-05,3.48473E-06,3.22662E-06
Flax,World,2010,0.000652067,0.000243986,0.000456835
Fonio,World,2010,0.000160611,5.65155E-05,9.44552E-05
Foxtail millet,World,2010,0.010471711,0.003311999,0.003129928
Garlic,World,2010,0.000388924,0.002279485,0.005151684
Giant cabuya,World,2010,1.36628E-05,3.48473E-06,3.22662E-06
Ginger,World,2010,7.66707E-05,0.000173487,0.000529152
Gooseberries,World,2010,8.95583E-06,1.60083E-05,0.000112985
Grapefruits,World,2010,9.29312E-05,0.000765013,0.000942095
Grapes,World,2010,0.002038186,0.006776832,0.016750239
Grasspea,World,2010,0.000200708,5.185E-05,0.00010209
Groundnuts,World,2010,0.007600381,0.004386684,0.007970217
Guavas,World,2010,0.001453205,0.003789926,0.009163091
Guayule,World,2010,NA,3.29647E-06,7.06001E-06
Gutta-percha,World,2010,NA,3.29647E-06,7.06001E-06
Hazelnuts,World,2010,0.000176623,8.62777E-05,0.000699682
Hemp,World,2010,1.73802E-05,1.18462E-05,6.37349E-06
Hops,World,2010,2.25205E-05,1.27386E-05,0.000178532
Horseradish,World,2010,0.000297218,0.001456712,0.001327143
Huckleberry,World,2010,1.11024E-05,2.59101E-05,7.89511E-05
Jack bean,World,2010,0.000200708,5.185E-05,0.00010209
Jackfruit,World,2010,4.43826E-05,0.000107419,0.000166656
Japanese millet,World,2010,0.010471711,0.003311999,0.003129928
Jelutong,World,2010,NA,3.29647E-06,7.06001E-06
Jerusalem artichoke,World,2010,3.5441E-05,9.03579E-05,6.36414E-05
Jicama,World,2010,0.000200708,5.185E-05,0.00010209
Jojoba,World,2010,9.04218E-08,1.55475E-08,NA
Jujube,World,2010,0.000101527,0.000219643,0.000232433
Jute,World,2010,0.00035616,0.000285208,0.000380606
Kaniwa,World,2010,0.000265936,0.000113567,9.64784E-05
Kapok,World,2010,5.74379E-05,5.78618E-05,1.41723E-06
Karite nuts,World,2010,0.00014732,6.60615E-05,6.88206E-05
Kenaf,World,2010,5.06092E-05,2.62577E-05,3.43144E-05
Kiwi fruit,World,2010,5.01245E-05,0.00028711,0.00044914
Kiwicha,World,2010,0.000265936,0.000113567,9.64784E-05
Kodo millet,World,2010,0.010471711,0.003311999,0.003129928
Kola nuts,World,2010,0.000162614,2.82999E-05,6.13547E-05
Kumquat,World,2010,0.000391622,0.001258495,0.001641297
Lablab,World,2010,0.000200708,5.185E-05,0.00010209
Leeks and other alliaceous vegetables,World,2010,3.73329E-05,0.000211971,0.000855595
Lemons and limes,World,2010,0.000302265,0.001484949,0.002766553
Lentils,World,2010,0.001246558,0.000476973,0.001004614
Lettuce,World,2010,0.000339199,0.002557405,0.004798085
Lima bean,World,2010,0.009445423,0.004695631,0.010392872
Litchi,World,2010,0.000101527,0.000219643,0.000232433
Little millet,World,2010,0.010471711,0.003311999,0.003129928
Longan,World,2010,4.43826E-05,0.000107419,0.000166656
Loquat,World,2010,0.000101527,0.000219643,0.000232433
Lupins,World,2010,0.000296138,0.00012769,8.89158E-05
Maca,World,2010,3.5441E-05,9.03579E-05,6.36414E-05
Macadamia nut,World,2010,3.37862E-05,1.66938E-05,0.000117653
Mahuwa,World,2010,3.93834E-05,2.39811E-05,2.54418E-05
Maize,World,2010,0.048016669,0.087010579,0.059955998
Mamey sapote,World,2010,4.43826E-05,0.000107419,0.000166656
Mammee,World,2010,4.43826E-05,0.000107419,0.000166656
Mandarines,World,2010,0.001852601,0.009541655,0.010932057
Mango,World,2010,0.001453205,0.003789926,0.009163091
Mangosteen,World,2010,0.001453205,0.003789926,0.009163091
Maple sugar,World,2010,3.11202E-05,9.08753E-05,6.19526E-06
Marjoram,World,2010,0.000297218,0.001456712,0.001327143
Mashua,World,2010,3.5441E-05,9.03579E-05,6.36414E-05
Mat bean,World,2010,0.009445423,0.004695631,0.010392872
Mate,World,2010,8.45205E-05,7.73858E-05,6.00925E-05
Mauka,World,2010,3.5441E-05,9.03579E-05,6.36414E-05
Medlar,World,2010,0.000101527,0.000219643,0.000232433
Melons,World,2010,0.000641529,0.003338145,0.003665089
Mombin,World,2010,4.43826E-05,0.000107419,0.000166656
Mulberry,World,2010,1.11024E-05,2.59101E-05,7.89511E-05
Mung bean,World,2010,0.009445423,0.004695631,0.010392872
Myrtle,World,2010,1.11024E-05,2.59101E-05,7.89511E-05
Naranjilla,World,2010,4.43826E-05,0.000107419,0.000166656
New Zealand flax,World,2010,1.36628E-05,3.48473E-06,3.22662E-06
New Zealand Spinach,World,2010,0.000245598,0.002052991,0.002373764
Noog,World,2010,3.93834E-05,2.39811E-05,2.54418E-05
Nutmeg,World,2010,8.59565E-05,6.73074E-06,4.48066E-05
Oats,World,2010,0.002655117,0.001989202,0.001017913
Oca,World,2010,3.5441E-05,9.03579E-05,6.36414E-05
Oil palm,World,2010,0.004900566,0.028407692,0.023458966
Oiticica,World,2010,3.93834E-05,2.39811E-05,2.54418E-05
Okra,World,2010,0.000311357,0.000749741,0.002525734
Olives,World,2010,0.002878014,0.002061376,0.006895395
Onions,World,2010,0.001295222,0.00849673,0.011105696
Orache,World,2010,0.000245598,0.002052991,0.002373764
Oranges,World,2010,0.001852601,0.009541655,0.010932057
Papayas,World,2010,0.000116443,0.001088816,0.001319816
Parsley,World,2010,0.000297218,0.001456712,0.001327143
Parsnip,World,2010,0.000297218,0.001456712,0.001327143
Passionfruit,World,2010,4.43826E-05,0.000107419,0.000166656
Pawpaw,World,2010,0.000101527,0.000219643,0.000232433
Peaches and nectarines,World,2010,0.000446055,0.002073766,0.003528245
Pearl millet,World,2010,0.010471711,0.003311999,0.003129928
Pears,World,2010,0.000449469,0.002277406,0.003720833
Peas,World,2010,0.002538377,0.002656545,0.003085608
Pecan,World,2010,3.37862E-05,1.66938E-05,0.000117653
Pepper,World,2010,0.000163704,4.22433E-05,0.000459256
Peppermint,World,2010,8.07109E-07,8.15404E-06,6.86987E-08
Perilla,World,2010,3.93834E-05,2.39811E-05,2.54418E-05
Persimmons,World,2010,0.000237567,0.000411795,0.000825999
Physic nut,World,2010,3.93834E-05,2.39811E-05,2.54418E-05
Pigeonpeas,World,2010,0.001404969,0.000392739,0.000674802
Pili nut,World,2010,3.37862E-05,1.66938E-05,0.000117653
Pine nut,World,2010,3.37862E-05,1.66938E-05,0.000117653
Pineapples,World,2010,0.00027522,0.00216786,0.002973355
Pistachios,World,2010,0.000145957,7.25454E-05,0.001179724
Plantains,World,2010,0.001332308,0.003205361,0.002942534
Plums,World,2010,0.000700408,0.00108151,0.002161068
Pomegranate,World,2010,0.000101527,0.000219643,0.000232433
Pongamia oil,World,2010,3.93834E-05,2.39811E-05,2.54418E-05
Poppies,World,2010,4.3276E-05,9.81056E-06,4.83177E-05
Potatoes,World,2010,0.005433051,0.033569727,0.028366915
Prickly pear,World,2010,0.000101527,0.000219643,0.000232433
Proso millet,World,2010,0.010471711,0.003311999,0.003129928
Pumpkin,World,2010,0.000504754,0.002298109,0.002469296
Purging croton,World,2010,3.93834E-05,2.39811E-05,2.54418E-05
Pyrethrum,World,2010,4.50393E-06,5.52036E-07,5.78188E-07
Quinces,World,2010,1.85763E-05,5.42496E-05,9.9825E-05
Quinoa,World,2010,2.80389E-05,8.08358E-06,2.56368E-05
Radish,World,2010,0.000297218,0.001456712,0.001327143
Rambutan,World,2010,4.43826E-05,0.000107419,0.000166656
Ramie,World,2010,2.87329E-05,1.9437E-05,4.95114E-05
Rapeseed and Mustards,World,2010,0.009561533,0.006105282,0.008881483
Raspberries,World,2010,3.09225E-05,5.2669E-05,0.000369859
Rhubarb,World,2010,0.000297218,0.001456712,0.001327143
Rice (African),World,2010,0.248709203,0.070782258,0.076323007
Rice (Asian),World,2010,0.248709203,0.070782258,0.076323007
Rice bean,World,2010,0.009445423,0.004695631,0.010392872
Roselle,World,2010,5.06092E-05,2.62577E-05,3.43144E-05
"Rubber, natural",World,2010,0.002754234,0.001094264,0.00661134
Runner bean,World,2010,0.009445423,0.004695631,0.010392872
Rye,World,2010,0.001460524,0.001205106,0.000672447
Safflower,World,2010,0.000242701,6.71021E-05,7.87633E-05
Saffron,World,2010,4.49489E-05,3.53962E-05,0.000110052
Sago palm,World,2010,3.5441E-05,9.03579E-05,6.36414E-05
Salsify,World,2010,0.000297218,0.001456712,0.001327143
Sapodilla,World,2010,4.43826E-05,0.000107419,0.000166656
Savory,World,2010,0.000297218,0.001456712,0.001327143
Service tree,World,2010,0.000101527,0.000219643,0.000232433
Sesame,World,2010,0.002390229,0.0004363,0.001219377
Shala tree,World,2010,3.93834E-05,2.39811E-05,2.54418E-05
Sisal,World,2010,0.000122064,3.93612E-05,5.90044E-05
Snake plant,World,2010,1.36628E-05,3.48473E-06,3.22662E-06
Sorghum,World,2010,0.012262266,0.00606993,0.004354336
Sorrel,World,2010,0.000297218,0.001456712,0.001327143
Soursop,World,2010,4.43826E-05,0.000107419,0.000166656
Soybeans,World,2010,0.029879261,0.02674801,0.031393193
Spinach,World,2010,0.000245598,0.002052991,0.002373764
Strawberries,World,2010,9.23468E-05,0.000663077,0.003798302
Strawberry tree,World,2010,0.000101527,0.000219643,0.000232433
Sugar apple,World,2010,4.43826E-05,0.000107419,0.000166656
Sugar beets,World,2010,0.001364773,0.023049331,0.003738152
Sugarcane,World,2010,0.006884799,0.169915723,0.02429832
Sunflowers,World,2010,0.00670735,0.003175436,0.004032774
Sunn hemp,World,2010,5.06092E-05,2.62577E-05,3.43144E-05
Sweetpotatoes,World,2010,0.002417946,0.010341454,0.010081687
Sword bean,World,2010,0.000200708,5.185E-05,0.00010209
Tallowtree,World,2010,0.000115703,9.66438E-05,NA
Tamarind,World,2010,0.000101527,0.000219643,0.000232433
Taro,World,2010,0.000394213,0.000955605,0.001041092
Tarragon,World,2010,0.000297218,0.001456712,0.001327143
Tea,World,2010,0.000917768,0.000466641,0.003163061
Teff,World,2010,0.010471711,0.003311999,0.003129928
Tepary bean,World,2010,0.009445423,0.004695631,0.010392872
Thyme,World,2010,4.49489E-05,3.53962E-05,0.000110052
Tobacco,World,2010,0.001148013,0.000700929,0.004746951
Tomatoes,World,2010,0.001285604,0.015470791,0.027578496
Triticale,World,2010,0.001164912,0.001387198,0.000705427
Tung nuts,World,2010,5.03338E-05,5.0061E-05,3.27547E-05
Turmeric,World,2010,4.49489E-05,3.53962E-05,0.000110052
Turnips,World,2010,0.000339801,0.003529162,0.003311154
Ulluco,World,2010,3.5441E-05,9.03579E-05,6.36414E-05
Vanilla,World,2010,2.49587E-05,8.36131E-07,6.91667E-06
Velvet bean,World,2010,0.000200708,5.185E-05,0.00010209
Velvet leaf,World,2010,5.06092E-05,2.62577E-05,3.43144E-05
Vetch,World,2010,0.000145719,7.53169E-05,6.79907E-05
Walnuts,World,2010,0.000295033,0.000279411,0.003072667
Watercress,World,2010,0.000297218,0.001456712,0.001327143
Watermelons,World,2010,0.000981879,0.010217995,0.013733147
Wheat,World,2010,0.062655601,0.064645906,0.047029903
Wildrice,World,2010,0.000265936,0.000113567,9.64784E-05
Winged bean,World,2010,0.000200708,5.185E-05,0.00010209
Yams,World,2010,0.001433346,0.005728434,0.005440585
"Yautia, cocoyam",World,2010,1.37485E-05,3.93027E-05,4.86843E-05
Year bean,World,2010,0.009445423,0.004695631,0.010392872
Zucchini,World,2010,0.000504754,0.002298109,0.002469296
Abaca,World,2011,4.83005E-05,1.00902E-05,2.67708E-05
Adlay,World,2011,0.000218307,9.39022E-05,6.0302E-05
Adzuki bean,World,2011,0.009250913,0.004453868,0.010624135
Agave,World,2011,1.62169E-05,4.21844E-06,7.03046E-06
Albardine,World,2011,1.3744E-05,3.3905E-06,3.24492E-06
Alfalfa,World,2011,NA,NA,NA
Allspice,World,2011,0.001022449,0.003223372,0.008251809
Almonds,World,2011,0.000497534,0.000291314,0.002602538
Amaranth,World,2011,0.000218307,9.39022E-05,6.0302E-05
Anise,World,2011,0.000310995,9.18149E-05,0.000512681
Apple,World,2011,0.00143253,0.007431438,0.012409303
Apricot,World,2011,0.000154062,0.000368191,0.000843316
Areca nuts,World,2011,0.000252455,0.00010569,0.000417779
Arracacha,World,2011,3.61257E-05,9.06425E-05,6.2231E-05
Arrhenatherum,World,2011,0.000417649,0.000789714,NA
Arrowroot,World,2011,3.61257E-05,9.06425E-05,6.2231E-05
Artichokes,World,2011,3.71957E-05,0.000147405,0.000321133
Asparagus,World,2011,0.000417649,0.000789714,0.002576215
Atemoya,World,2011,4.7839E-05,0.000105778,0.000167676
Avocado,World,2011,0.000131332,0.000402459,0.001080528
Azarole,World,2011,0.000106781,0.000217553,0.000219146
Babaco,World,2011,0.000106781,0.000217553,0.000219146
Badian,World,2011,0.000310995,9.18149E-05,0.000512681
Bambara bean,World,2011,5.80473E-05,1.30752E-05,1.00183E-05
Bamboo shoot,World,2011,0.000293152,0.001397003,0.00126056
Bananas,World,2011,0.001578625,0.010551433,0.010874382
Barley,World,2011,0.013912826,0.012798354,0.007980378
Bay leaf,World,2011,4.82894E-05,3.90121E-05,0.000105075
Beech nut,World,2011,3.95176E-05,2.67629E-05,3.17064E-05
Beets,World,2011,0.000293152,0.001397003,0.00126056
Black gram,World,2011,0.009250913,0.004453868,0.010624135
Black salsify,World,2011,0.000293152,0.001397003,0.00126056
Blueberry,World,2011,2.3414E-05,3.50575E-05,0.00027473
Brazil nut,World,2011,3.30284E-06,1.05558E-05,2.56054E-05
Breadfruit,World,2011,4.7839E-05,0.000105778,0.000167676
Buckwheat,World,2011,0.000671426,0.000228245,0.000361487
Butter-nut,World,2011,3.25746E-05,1.63071E-05,0.000111409
Butternut squash,World,2011,0.000511409,0.002281526,0.00217259
Cabbages and other brassicas,World,2011,0.001044188,0.008855819,0.007387987
Cabbages,World,2011,0.001044188,0.008855819,0.007387987
Caesarweed,World,2011,5.08887E-05,2.63886E-05,3.41022E-05
Cainito,World,2011,4.7839E-05,0.000105778,0.000167676
Calabash,World,2011,0.000511409,0.002281526,0.00217259
Canary seed,World,2011,6.44962E-05,1.94698E-05,2.86177E-05
Candlenut,World,2011,3.95176E-05,2.67629E-05,3.17064E-05
Canola,World,2011,0.001044188,0.008855819,0.007387987
Capers,World,2011,0.000293152,0.001397003,0.00126056
Carambola,World,2011,4.7839E-05,0.000105778,0.000167676
Carapa,World,2011,3.95176E-05,2.67629E-05,3.17064E-05
Cardamoms,World,2011,8.73441E-05,7.13269E-06,4.40382E-05
Carneros Yucca,World,2011,1.3744E-05,3.3905E-06,3.24492E-06
Caroa,World,2011,1.3744E-05,3.3905E-06,3.24492E-06
Carobs,World,2011,2.54859E-05,1.88653E-05,2.07564E-05
Carrots,World,2011,0.000345912,0.00352571,0.003190373
Cashews,World,2011,0.001811464,0.000611647,0.001200389
Cassava,World,2011,0.005927176,0.024443946,0.01119601
Castor bean,World,2011,0.000626072,0.000264406,0.000369986
Ceara,World,2011,NA,3.74145E-06,9.8216E-06
Celery,World,2011,0.000293152,0.001397003,0.00126056
Cherimoya,World,2011,4.7839E-05,0.000105778,0.000167676
Cherries,World,2011,0.000181111,0.000328536,0.001429446
Chervil,World,2011,0.000293152,0.001397003,0.00126056
Chestnuts,World,2011,0.000157529,0.000196825,0.001041277
Chickpeas,World,2011,0.003760299,0.001120387,0.00213353
Chicle,World,2011,NA,3.74145E-06,9.8216E-06
Chicory,World,2011,0.000336049,0.002478716,0.00351339
Chillies and peppers,World,2011,0.001022449,0.003223372,0.008251809
Chinotto,World,2011,0.000378819,0.001094383,0.001388181
Chontadura,World,2011,3.95176E-05,2.67629E-05,3.17064E-05
Chufa,World,2011,3.61257E-05,9.06425E-05,6.2231E-05
Cinnamon,World,2011,6.96029E-05,1.91882E-05,0.000179009
Citron,World,2011,0.000378819,0.001094383,0.001388181
Citronella,World,2011,NA,NA,NA
Cloves,World,2011,0.000115612,9.89199E-06,3.67158E-05
Cocoa,World,2011,0.002934397,0.000444981,0.002229428
Coconuts,World,2011,0.003420964,0.00574002,0.003093762
Coffee,World,2011,0.002853368,0.000808759,0.005610738
Common bean,World,2011,0.009250913,0.004453868,0.010624135
Coriander,World,2011,0.000310995,9.18149E-05,0.000512681
Cotton,World,2011,0.009907664,0.014916799,0.049513352
Cowpeas,World,2011,0.003022613,0.000457606,0.000381844
Cranberries,World,2011,8.82462E-06,5.15786E-05,0.000112663
Cress,World,2011,0.000293152,0.001397003,0.00126056
Cucumbers and gherkins,World,2011,0.000600283,0.006534736,0.008988252
Cumin,World,2011,0.000310995,9.18149E-05,0.000512681
Currants,World,2011,3.28426E-05,6.15283E-05,0.000324113
Cushaw,World,2011,0.000511409,0.002281526,0.00217259
Custard apple,World,2011,4.7839E-05,0.000105778,0.000167676
Dates,World,2011,0.000323601,0.000700295,0.002854981
Devil's cotton,World,2011,5.08887E-05,2.63886E-05,3.41022E-05
Dill,World,2011,4.82894E-05,3.90121E-05,0.000105075
Durian,World,2011,4.7839E-05,0.000105778,0.000167676
Eggplant,World,2011,0.000503293,0.004339522,0.004554167
Elderberry,World,2011,0.000106781,0.000217553,0.000219146
Esparto,World,2011,1.3744E-05,3.3905E-06,3.24492E-06
Ethiopian rape,World,2011,0.001044188,0.008855819,0.007387987
Faba beans,World,2011,0.000700451,0.000440087,0.000663148
Feijoa,World,2011,4.7839E-05,0.000105778,0.000167676
Fennel,World,2011,0.000310995,9.18149E-05,0.000512681
Fenugreek,World,2011,4.82894E-05,3.90121E-05,0.000105075
Fig leaf gourd,World,2011,0.000511409,0.002281526,0.00217259
Figs,World,2011,8.88524E-05,0.000102719,0.00024123
Finger millet,World,2011,0.009758461,0.002609059,0.002303086
Fique,World,2011,1.3744E-05,3.3905E-06,3.24492E-06
Flax,World,2011,0.00069833,0.000252759,0.000393388
Fonio,World,2011,0.000173295,5.60759E-05,6.9406E-05
Foxtail millet,World,2011,0.009758461,0.002609059,0.002303086
Garlic,World,2011,0.000397757,0.002226136,0.004476461
Giant cabuya,World,2011,1.3744E-05,3.3905E-06,3.24492E-06
Ginger,World,2011,8.82554E-05,0.000228019,0.000618614
Gooseberries,World,2011,8.7284E-06,1.59698E-05,0.000117633
Grapefruits,World,2011,9.31097E-05,0.000764265,0.001022529
Grapes,World,2011,0.00200523,0.006704668,0.018300342
Grasspea,World,2011,0.000204991,5.0145E-05,9.18336E-05
Groundnuts,World,2011,0.007209097,0.003940198,0.008162646
Guavas,World,2011,0.001494139,0.003864885,0.008776805
Guayule,World,2011,NA,3.74145E-06,9.8216E-06
Gutta-percha,World,2011,NA,3.74145E-06,9.8216E-06
Hazelnuts,World,2011,0.000179346,7.18076E-05,0.000560985
Hemp,World,2011,1.72575E-05,1.16535E-05,9.07007E-06
Hops,World,2011,2.19788E-05,1.23102E-05,0.000146381
Horseradish,World,2011,0.000293152,0.001397003,0.00126056
Huckleberry,World,2011,1.11378E-05,2.72041E-05,7.97041E-05
Jack bean,World,2011,0.000204991,5.0145E-05,9.18336E-05
Jackfruit,World,2011,4.7839E-05,0.000105778,0.000167676
Japanese millet,World,2011,0.009758461,0.002609059,0.002303086
Jelutong,World,2011,NA,3.74145E-06,9.8216E-06
Jerusalem artichoke,World,2011,3.61257E-05,9.06425E-05,6.2231E-05
Jicama,World,2011,0.000204991,5.0145E-05,9.18336E-05
Jojoba,World,2011,8.87459E-08,1.46561E-08,NA
Jujube,World,2011,0.000106781,0.000217553,0.000219146
Jute,World,2011,0.000444618,0.000345118,0.000355838
Kaniwa,World,2011,0.000218307,9.39022E-05,6.0302E-05
Kapok,World,2011,5.57767E-05,6.7398E-05,1.26835E-06
Karite nuts,World,2011,0.000153663,6.60769E-05,5.77668E-05
Kenaf,World,2011,5.08887E-05,2.63886E-05,3.41022E-05
Kiwi fruit,World,2011,5.05108E-05,0.000280525,0.000381127
Kiwicha,World,2011,0.000218307,9.39022E-05,6.0302E-05
Kodo millet,World,2011,0.009758461,0.002609059,0.002303086
Kola nuts,World,2011,0.00015336,2.68283E-05,6.42147E-05
Kumquat,World,2011,0.000378819,0.001094383,0.001388181
Lablab,World,2011,0.000204991,5.0145E-05,9.18336E-05
Leeks and other alliaceous vegetables,World,2011,3.78026E-05,0.000205733,0.000551306
Lemons and limes,World,2011,0.000274693,0.001450959,0.002411469
Lentils,World,2011,0.001192528,0.000429418,0.00074186
Lettuce,World,2011,0.000336049,0.002478716,0.00351339
Lima bean,World,2011,0.009250913,0.004453868,0.010624135
Litchi,World,2011,0.000106781,0.000217553,0.000219146
Little millet,World,2011,0.009758461,0.002609059,0.002303086
Longan,World,2011,4.7839E-05,0.000105778,0.000167676
Loquat,World,2011,0.000106781,0.000217553,0.000219146
Lupins,World,2011,0.000295702,0.000110603,7.99184E-05
Maca,World,2011,3.61257E-05,9.06425E-05,6.2231E-05
Macadamia nut,World,2011,3.25746E-05,1.63071E-05,0.000111409
Mahuwa,World,2011,3.95176E-05,2.67629E-05,3.17064E-05
Maize,World,2011,0.04949947,0.086461792,0.061663747
Mamey sapote,World,2011,4.7839E-05,0.000105778,0.000167676
Mammee,World,2011,4.7839E-05,0.000105778,0.000167676
Mandarines,World,2011,0.00181629,0.009612833,0.011339772
Mango,World,2011,0.001494139,0.003864885,0.008776805
Mangosteen,World,2011,0.001494139,0.003864885,0.008776805
Maple sugar,World,2011,3.3915E-05,9.10374E-05,5.581E-06
Marjoram,World,2011,0.000293152,0.001397003,0.00126056
Mashua,World,2011,3.61257E-05,9.06425E-05,6.2231E-05
